time:1.000000, sourceNodeId:22, sId:1, number:14
time:269.000000, sourceNodeId:7, sId:2, number:13
time:270.000000, sourceNodeId:22, sId:1, number:14
time:270.000000, sourceNodeId:7, sId:2, number:11
time:271.000000, sourceNodeId:22, sId:1, number:6
time:271.000000, sourceNodeId:7, sId:2, number:7
time:272.000000, sourceNodeId:22, sId:1, number:6
time:272.000000, sourceNodeId:7, sId:2, number:11
time:273.000000, sourceNodeId:22, sId:1, number:10
time:273.000000, sourceNodeId:7, sId:2, number:8
time:274.000000, sourceNodeId:22, sId:1, number:10
time:274.000000, sourceNodeId:7, sId:2, number:10
time:275.000000, sourceNodeId:22, sId:1, number:8
time:275.000000, sourceNodeId:7, sId:2, number:13
time:276.000000, sourceNodeId:22, sId:1, number:14
time:276.000000, sourceNodeId:7, sId:2, number:11
time:277.000000, sourceNodeId:22, sId:1, number:10
time:277.000000, sourceNodeId:7, sId:2, number:14
time:278.000000, sourceNodeId:22, sId:1, number:8
time:278.000000, sourceNodeId:7, sId:2, number:8
time:279.000000, sourceNodeId:22, sId:1, number:8
time:279.000000, sourceNodeId:7, sId:2, number:9
time:280.000000, sourceNodeId:22, sId:1, number:11
time:280.000000, sourceNodeId:7, sId:2, number:11
time:281.000000, sourceNodeId:22, sId:1, number:12
time:281.000000, sourceNodeId:7, sId:2, number:11
time:282.000000, sourceNodeId:22, sId:1, number:9
time:282.000000, sourceNodeId:7, sId:2, number:10
time:283.000000, sourceNodeId:22, sId:1, number:8
time:283.000000, sourceNodeId:7, sId:2, number:6
time:284.000000, sourceNodeId:22, sId:1, number:9
time:284.000000, sourceNodeId:7, sId:2, number:15
time:285.000000, sourceNodeId:22, sId:1, number:10
time:285.000000, sourceNodeId:7, sId:2, number:10
time:286.000000, sourceNodeId:22, sId:1, number:9
time:286.000000, sourceNodeId:7, sId:2, number:10
time:287.000000, sourceNodeId:22, sId:1, number:6
time:287.000000, sourceNodeId:7, sId:2, number:10
time:288.000000, sourceNodeId:22, sId:1, number:7
time:288.000000, sourceNodeId:7, sId:2, number:11
time:289.000000, sourceNodeId:22, sId:1, number:6
time:289.000000, sourceNodeId:7, sId:2, number:12
time:290.000000, sourceNodeId:22, sId:1, number:10
time:290.000000, sourceNodeId:7, sId:2, number:7
time:291.000000, sourceNodeId:22, sId:1, number:12
time:291.000000, sourceNodeId:7, sId:2, number:11
time:292.000000, sourceNodeId:22, sId:1, number:5
time:292.000000, sourceNodeId:7, sId:2, number:10
time:293.000000, sourceNodeId:22, sId:1, number:10
time:293.000000, sourceNodeId:7, sId:2, number:6
time:294.000000, sourceNodeId:22, sId:1, number:10
time:294.000000, sourceNodeId:7, sId:2, number:9
time:295.000000, sourceNodeId:22, sId:1, number:7
time:295.000000, sourceNodeId:7, sId:2, number:5
time:296.000000, sourceNodeId:22, sId:1, number:10
time:296.000000, sourceNodeId:7, sId:2, number:11
time:297.000000, sourceNodeId:22, sId:1, number:9
time:297.000000, sourceNodeId:7, sId:2, number:9
time:298.000000, sourceNodeId:22, sId:1, number:10
time:298.000000, sourceNodeId:7, sId:2, number:5
time:299.000000, sourceNodeId:22, sId:1, number:12
time:299.000000, sourceNodeId:7, sId:2, number:6
time:300.000000, sourceNodeId:22, sId:1, number:9
time:300.000000, sourceNodeId:7, sId:2, number:10
time:301.000000, sourceNodeId:22, sId:1, number:5
time:301.000000, sourceNodeId:7, sId:2, number:10
time:302.000000, sourceNodeId:22, sId:1, number:10
time:302.000000, sourceNodeId:7, sId:2, number:12
time:303.000000, sourceNodeId:22, sId:1, number:10
time:303.000000, sourceNodeId:7, sId:2, number:11
time:304.000000, sourceNodeId:22, sId:1, number:10
time:304.000000, sourceNodeId:7, sId:2, number:17
time:305.000000, sourceNodeId:22, sId:1, number:12
time:305.000000, sourceNodeId:7, sId:2, number:9
time:306.000000, sourceNodeId:22, sId:1, number:10
time:306.000000, sourceNodeId:7, sId:2, number:10
time:307.000000, sourceNodeId:22, sId:1, number:11
time:307.000000, sourceNodeId:7, sId:2, number:10
time:308.000000, sourceNodeId:22, sId:1, number:5
time:308.000000, sourceNodeId:7, sId:2, number:14
time:309.000000, sourceNodeId:22, sId:1, number:7
time:309.000000, sourceNodeId:7, sId:2, number:8
time:310.000000, sourceNodeId:22, sId:1, number:12
time:310.000000, sourceNodeId:7, sId:2, number:11
time:311.000000, sourceNodeId:22, sId:1, number:9
time:311.000000, sourceNodeId:7, sId:2, number:11
time:312.000000, sourceNodeId:22, sId:1, number:8
time:312.000000, sourceNodeId:7, sId:2, number:5
time:313.000000, sourceNodeId:22, sId:1, number:13
time:313.000000, sourceNodeId:7, sId:2, number:4
time:314.000000, sourceNodeId:22, sId:1, number:5
time:314.000000, sourceNodeId:7, sId:2, number:7
time:315.000000, sourceNodeId:22, sId:1, number:14
time:315.000000, sourceNodeId:7, sId:2, number:8
time:316.000000, sourceNodeId:22, sId:1, number:10
time:316.000000, sourceNodeId:7, sId:2, number:10
time:317.000000, sourceNodeId:22, sId:1, number:10
time:317.000000, sourceNodeId:7, sId:2, number:9
time:318.000000, sourceNodeId:22, sId:1, number:8
time:318.000000, sourceNodeId:7, sId:2, number:5
time:319.000000, sourceNodeId:22, sId:1, number:15
time:319.000000, sourceNodeId:7, sId:2, number:7
time:320.000000, sourceNodeId:22, sId:1, number:16
time:320.000000, sourceNodeId:7, sId:2, number:4
time:321.000000, sourceNodeId:22, sId:1, number:10
time:321.000000, sourceNodeId:7, sId:2, number:11
time:322.000000, sourceNodeId:22, sId:1, number:8
time:322.000000, sourceNodeId:7, sId:2, number:11
time:323.000000, sourceNodeId:22, sId:1, number:15
time:323.000000, sourceNodeId:7, sId:2, number:10
time:324.000000, sourceNodeId:22, sId:1, number:9
time:324.000000, sourceNodeId:7, sId:2, number:8
time:325.000000, sourceNodeId:22, sId:1, number:8
time:325.000000, sourceNodeId:7, sId:2, number:9
time:326.000000, sourceNodeId:22, sId:1, number:11
time:326.000000, sourceNodeId:7, sId:2, number:18
time:327.000000, sourceNodeId:22, sId:1, number:11
time:327.000000, sourceNodeId:7, sId:2, number:10
time:328.000000, sourceNodeId:22, sId:1, number:13
time:328.000000, sourceNodeId:7, sId:2, number:7
time:329.000000, sourceNodeId:22, sId:1, number:12
time:329.000000, sourceNodeId:7, sId:2, number:12
time:330.000000, sourceNodeId:22, sId:1, number:6
time:330.000000, sourceNodeId:7, sId:2, number:17
time:331.000000, sourceNodeId:22, sId:1, number:11
time:331.000000, sourceNodeId:7, sId:2, number:8
time:332.000000, sourceNodeId:22, sId:1, number:9
time:332.000000, sourceNodeId:7, sId:2, number:9
time:333.000000, sourceNodeId:22, sId:1, number:6
time:333.000000, sourceNodeId:7, sId:2, number:10
time:334.000000, sourceNodeId:22, sId:1, number:14
time:334.000000, sourceNodeId:7, sId:2, number:15
time:335.000000, sourceNodeId:22, sId:1, number:5
time:335.000000, sourceNodeId:7, sId:2, number:12
time:336.000000, sourceNodeId:22, sId:1, number:9
time:336.000000, sourceNodeId:7, sId:2, number:11
time:337.000000, sourceNodeId:22, sId:1, number:3
time:337.000000, sourceNodeId:7, sId:2, number:12
time:338.000000, sourceNodeId:22, sId:1, number:14
time:338.000000, sourceNodeId:7, sId:2, number:11
time:339.000000, sourceNodeId:22, sId:1, number:15
time:339.000000, sourceNodeId:7, sId:2, number:8
time:340.000000, sourceNodeId:22, sId:1, number:9
time:340.000000, sourceNodeId:7, sId:2, number:9
time:341.000000, sourceNodeId:22, sId:1, number:11
time:341.000000, sourceNodeId:7, sId:2, number:6
time:342.000000, sourceNodeId:22, sId:1, number:9
time:342.000000, sourceNodeId:7, sId:2, number:5
time:343.000000, sourceNodeId:22, sId:1, number:20
time:343.000000, sourceNodeId:7, sId:2, number:7
time:344.000000, sourceNodeId:22, sId:1, number:12
time:344.000000, sourceNodeId:7, sId:2, number:11
time:345.000000, sourceNodeId:22, sId:1, number:9
time:345.000000, sourceNodeId:7, sId:2, number:14
time:346.000000, sourceNodeId:22, sId:1, number:10
time:346.000000, sourceNodeId:7, sId:2, number:14
time:347.000000, sourceNodeId:22, sId:1, number:9
time:347.000000, sourceNodeId:7, sId:2, number:7
time:348.000000, sourceNodeId:22, sId:1, number:11
time:348.000000, sourceNodeId:7, sId:2, number:15
time:349.000000, sourceNodeId:22, sId:1, number:16
time:349.000000, sourceNodeId:7, sId:2, number:5
time:350.000000, sourceNodeId:22, sId:1, number:11
time:350.000000, sourceNodeId:7, sId:2, number:13
time:351.000000, sourceNodeId:22, sId:1, number:13
time:351.000000, sourceNodeId:7, sId:2, number:7
time:352.000000, sourceNodeId:22, sId:1, number:9
time:352.000000, sourceNodeId:7, sId:2, number:13
time:353.000000, sourceNodeId:22, sId:1, number:15
time:353.000000, sourceNodeId:7, sId:2, number:7
time:354.000000, sourceNodeId:22, sId:1, number:12
time:354.000000, sourceNodeId:7, sId:2, number:10
time:355.000000, sourceNodeId:22, sId:1, number:12
time:355.000000, sourceNodeId:7, sId:2, number:7
time:356.000000, sourceNodeId:22, sId:1, number:11
time:356.000000, sourceNodeId:7, sId:2, number:12
time:357.000000, sourceNodeId:22, sId:1, number:8
time:357.000000, sourceNodeId:7, sId:2, number:12
time:358.000000, sourceNodeId:22, sId:1, number:12
time:358.000000, sourceNodeId:7, sId:2, number:14
time:359.000000, sourceNodeId:22, sId:1, number:10
time:359.000000, sourceNodeId:7, sId:2, number:7
time:360.000000, sourceNodeId:22, sId:1, number:7
time:360.000000, sourceNodeId:7, sId:2, number:11
time:361.000000, sourceNodeId:22, sId:1, number:16
time:361.000000, sourceNodeId:7, sId:2, number:7
time:362.000000, sourceNodeId:22, sId:1, number:10
time:362.000000, sourceNodeId:7, sId:2, number:9
time:363.000000, sourceNodeId:22, sId:1, number:6
time:363.000000, sourceNodeId:7, sId:2, number:8
time:364.000000, sourceNodeId:22, sId:1, number:6
time:364.000000, sourceNodeId:7, sId:2, number:4
time:365.000000, sourceNodeId:22, sId:1, number:11
time:365.000000, sourceNodeId:7, sId:2, number:11
time:366.000000, sourceNodeId:22, sId:1, number:10
time:366.000000, sourceNodeId:7, sId:2, number:9
time:367.000000, sourceNodeId:22, sId:1, number:10
time:367.000000, sourceNodeId:7, sId:2, number:10
time:368.000000, sourceNodeId:22, sId:1, number:14
time:368.000000, sourceNodeId:7, sId:2, number:13
time:369.000000, sourceNodeId:22, sId:1, number:14
time:369.000000, sourceNodeId:7, sId:2, number:18
time:370.000000, sourceNodeId:22, sId:1, number:9
time:370.000000, sourceNodeId:7, sId:2, number:9
time:371.000000, sourceNodeId:22, sId:1, number:4
time:371.000000, sourceNodeId:7, sId:2, number:13
time:372.000000, sourceNodeId:22, sId:1, number:9
time:372.000000, sourceNodeId:7, sId:2, number:13
time:373.000000, sourceNodeId:22, sId:1, number:11
time:373.000000, sourceNodeId:7, sId:2, number:9
time:374.000000, sourceNodeId:22, sId:1, number:6
time:374.000000, sourceNodeId:7, sId:2, number:8
time:375.000000, sourceNodeId:22, sId:1, number:9
time:375.000000, sourceNodeId:7, sId:2, number:11
time:376.000000, sourceNodeId:22, sId:1, number:12
time:376.000000, sourceNodeId:7, sId:2, number:8
time:377.000000, sourceNodeId:22, sId:1, number:13
time:377.000000, sourceNodeId:7, sId:2, number:9
time:378.000000, sourceNodeId:22, sId:1, number:9
time:378.000000, sourceNodeId:7, sId:2, number:12
time:379.000000, sourceNodeId:22, sId:1, number:7
time:379.000000, sourceNodeId:7, sId:2, number:9
time:380.000000, sourceNodeId:22, sId:1, number:12
time:380.000000, sourceNodeId:7, sId:2, number:10
time:381.000000, sourceNodeId:22, sId:1, number:6
time:381.000000, sourceNodeId:7, sId:2, number:6
time:382.000000, sourceNodeId:22, sId:1, number:5
time:382.000000, sourceNodeId:7, sId:2, number:6
time:383.000000, sourceNodeId:22, sId:1, number:10
time:383.000000, sourceNodeId:7, sId:2, number:6
time:384.000000, sourceNodeId:22, sId:1, number:12
time:384.000000, sourceNodeId:7, sId:2, number:9
time:385.000000, sourceNodeId:22, sId:1, number:8
time:385.000000, sourceNodeId:7, sId:2, number:12
time:386.000000, sourceNodeId:22, sId:1, number:12
time:386.000000, sourceNodeId:7, sId:2, number:8
time:387.000000, sourceNodeId:22, sId:1, number:14
time:387.000000, sourceNodeId:7, sId:2, number:6
time:388.000000, sourceNodeId:22, sId:1, number:12
time:388.000000, sourceNodeId:7, sId:2, number:12
time:389.000000, sourceNodeId:22, sId:1, number:10
time:389.000000, sourceNodeId:7, sId:2, number:7
time:390.000000, sourceNodeId:22, sId:1, number:11
time:390.000000, sourceNodeId:7, sId:2, number:15
time:391.000000, sourceNodeId:22, sId:1, number:12
time:391.000000, sourceNodeId:7, sId:2, number:8
time:392.000000, sourceNodeId:22, sId:1, number:5
time:392.000000, sourceNodeId:7, sId:2, number:7
time:393.000000, sourceNodeId:22, sId:1, number:10
time:393.000000, sourceNodeId:7, sId:2, number:11
time:394.000000, sourceNodeId:22, sId:1, number:14
time:394.000000, sourceNodeId:7, sId:2, number:11
time:395.000000, sourceNodeId:22, sId:1, number:5
time:395.000000, sourceNodeId:7, sId:2, number:13
time:396.000000, sourceNodeId:22, sId:1, number:5
time:396.000000, sourceNodeId:7, sId:2, number:13
time:397.000000, sourceNodeId:22, sId:1, number:9
time:397.000000, sourceNodeId:7, sId:2, number:11
time:398.000000, sourceNodeId:22, sId:1, number:11
time:398.000000, sourceNodeId:7, sId:2, number:10
time:399.000000, sourceNodeId:22, sId:1, number:9
time:399.000000, sourceNodeId:7, sId:2, number:13
time:400.000000, sourceNodeId:22, sId:1, number:5
time:400.000000, sourceNodeId:7, sId:2, number:9
time:401.000000, sourceNodeId:22, sId:1, number:8
time:401.000000, sourceNodeId:7, sId:2, number:7
time:402.000000, sourceNodeId:22, sId:1, number:8
time:402.000000, sourceNodeId:7, sId:2, number:9
time:403.000000, sourceNodeId:22, sId:1, number:13
time:403.000000, sourceNodeId:7, sId:2, number:7
time:404.000000, sourceNodeId:22, sId:1, number:8
time:404.000000, sourceNodeId:7, sId:2, number:12
time:405.000000, sourceNodeId:22, sId:1, number:7
time:405.000000, sourceNodeId:7, sId:2, number:9
time:406.000000, sourceNodeId:22, sId:1, number:10
time:406.000000, sourceNodeId:7, sId:2, number:16
time:407.000000, sourceNodeId:22, sId:1, number:10
time:407.000000, sourceNodeId:7, sId:2, number:10
time:408.000000, sourceNodeId:22, sId:1, number:8
time:408.000000, sourceNodeId:7, sId:2, number:17
time:409.000000, sourceNodeId:22, sId:1, number:10
time:409.000000, sourceNodeId:7, sId:2, number:10
time:410.000000, sourceNodeId:22, sId:1, number:8
time:410.000000, sourceNodeId:7, sId:2, number:11
time:411.000000, sourceNodeId:22, sId:1, number:12
time:411.000000, sourceNodeId:7, sId:2, number:12
time:412.000000, sourceNodeId:22, sId:1, number:12
time:412.000000, sourceNodeId:7, sId:2, number:11
time:413.000000, sourceNodeId:22, sId:1, number:10
time:413.000000, sourceNodeId:7, sId:2, number:7
time:414.000000, sourceNodeId:22, sId:1, number:8
time:414.000000, sourceNodeId:7, sId:2, number:13
time:415.000000, sourceNodeId:22, sId:1, number:18
time:415.000000, sourceNodeId:7, sId:2, number:13
time:416.000000, sourceNodeId:22, sId:1, number:11
time:416.000000, sourceNodeId:7, sId:2, number:8
time:417.000000, sourceNodeId:22, sId:1, number:12
time:417.000000, sourceNodeId:7, sId:2, number:13
time:418.000000, sourceNodeId:22, sId:1, number:8
time:418.000000, sourceNodeId:7, sId:2, number:8
time:419.000000, sourceNodeId:22, sId:1, number:6
time:419.000000, sourceNodeId:7, sId:2, number:6
time:420.000000, sourceNodeId:22, sId:1, number:10
time:420.000000, sourceNodeId:7, sId:2, number:9
time:421.000000, sourceNodeId:22, sId:1, number:7
time:421.000000, sourceNodeId:7, sId:2, number:7
time:422.000000, sourceNodeId:22, sId:1, number:9
time:422.000000, sourceNodeId:7, sId:2, number:11
time:423.000000, sourceNodeId:22, sId:1, number:15
time:423.000000, sourceNodeId:7, sId:2, number:15
time:424.000000, sourceNodeId:22, sId:1, number:8
time:424.000000, sourceNodeId:7, sId:2, number:11
time:425.000000, sourceNodeId:22, sId:1, number:8
time:425.000000, sourceNodeId:7, sId:2, number:20
time:426.000000, sourceNodeId:22, sId:1, number:11
time:426.000000, sourceNodeId:7, sId:2, number:5
time:427.000000, sourceNodeId:22, sId:1, number:9
time:427.000000, sourceNodeId:7, sId:2, number:6
time:428.000000, sourceNodeId:22, sId:1, number:11
time:428.000000, sourceNodeId:7, sId:2, number:9
time:429.000000, sourceNodeId:22, sId:1, number:13
time:429.000000, sourceNodeId:7, sId:2, number:14
time:430.000000, sourceNodeId:22, sId:1, number:16
time:430.000000, sourceNodeId:7, sId:2, number:5
time:431.000000, sourceNodeId:22, sId:1, number:11
time:431.000000, sourceNodeId:7, sId:2, number:12
time:432.000000, sourceNodeId:22, sId:1, number:5
time:432.000000, sourceNodeId:7, sId:2, number:6
time:433.000000, sourceNodeId:22, sId:1, number:18
time:433.000000, sourceNodeId:7, sId:2, number:11
time:434.000000, sourceNodeId:22, sId:1, number:13
time:434.000000, sourceNodeId:7, sId:2, number:10
time:435.000000, sourceNodeId:22, sId:1, number:10
time:435.000000, sourceNodeId:7, sId:2, number:8
time:436.000000, sourceNodeId:22, sId:1, number:11
time:436.000000, sourceNodeId:7, sId:2, number:8
time:437.000000, sourceNodeId:22, sId:1, number:11
time:437.000000, sourceNodeId:7, sId:2, number:14
time:438.000000, sourceNodeId:22, sId:1, number:9
time:438.000000, sourceNodeId:7, sId:2, number:5
time:439.000000, sourceNodeId:22, sId:1, number:6
time:439.000000, sourceNodeId:7, sId:2, number:5
time:440.000000, sourceNodeId:22, sId:1, number:9
time:440.000000, sourceNodeId:7, sId:2, number:16
time:441.000000, sourceNodeId:22, sId:1, number:7
time:441.000000, sourceNodeId:7, sId:2, number:8
time:442.000000, sourceNodeId:22, sId:1, number:11
time:442.000000, sourceNodeId:7, sId:2, number:10
time:443.000000, sourceNodeId:22, sId:1, number:13
time:443.000000, sourceNodeId:7, sId:2, number:6
time:444.000000, sourceNodeId:22, sId:1, number:8
time:444.000000, sourceNodeId:7, sId:2, number:7
time:445.000000, sourceNodeId:22, sId:1, number:12
time:445.000000, sourceNodeId:7, sId:2, number:11
time:446.000000, sourceNodeId:22, sId:1, number:12
time:446.000000, sourceNodeId:7, sId:2, number:11
time:447.000000, sourceNodeId:22, sId:1, number:14
time:447.000000, sourceNodeId:7, sId:2, number:12
time:448.000000, sourceNodeId:22, sId:1, number:6
time:448.000000, sourceNodeId:7, sId:2, number:8
time:449.000000, sourceNodeId:22, sId:1, number:6
time:449.000000, sourceNodeId:7, sId:2, number:8
time:450.000000, sourceNodeId:22, sId:1, number:7
time:450.000000, sourceNodeId:7, sId:2, number:11
time:451.000000, sourceNodeId:22, sId:1, number:14
time:451.000000, sourceNodeId:7, sId:2, number:13
time:452.000000, sourceNodeId:22, sId:1, number:8
time:452.000000, sourceNodeId:7, sId:2, number:14
time:453.000000, sourceNodeId:22, sId:1, number:9
time:453.000000, sourceNodeId:7, sId:2, number:11
time:454.000000, sourceNodeId:22, sId:1, number:10
time:454.000000, sourceNodeId:7, sId:2, number:10
time:455.000000, sourceNodeId:22, sId:1, number:9
time:455.000000, sourceNodeId:7, sId:2, number:6
time:456.000000, sourceNodeId:22, sId:1, number:6
time:456.000000, sourceNodeId:7, sId:2, number:10
time:457.000000, sourceNodeId:22, sId:1, number:11
time:457.000000, sourceNodeId:7, sId:2, number:8
time:458.000000, sourceNodeId:22, sId:1, number:8
time:458.000000, sourceNodeId:7, sId:2, number:10
time:459.000000, sourceNodeId:22, sId:1, number:11
time:459.000000, sourceNodeId:7, sId:2, number:8
time:460.000000, sourceNodeId:22, sId:1, number:8
time:460.000000, sourceNodeId:7, sId:2, number:6
time:461.000000, sourceNodeId:22, sId:1, number:10
time:461.000000, sourceNodeId:7, sId:2, number:14
time:462.000000, sourceNodeId:22, sId:1, number:9
time:462.000000, sourceNodeId:7, sId:2, number:12
time:463.000000, sourceNodeId:22, sId:1, number:9
time:463.000000, sourceNodeId:7, sId:2, number:6
time:464.000000, sourceNodeId:22, sId:1, number:6
time:464.000000, sourceNodeId:7, sId:2, number:3
time:465.000000, sourceNodeId:22, sId:1, number:4
time:465.000000, sourceNodeId:7, sId:2, number:3
time:466.000000, sourceNodeId:22, sId:1, number:6
time:466.000000, sourceNodeId:7, sId:2, number:9
time:467.000000, sourceNodeId:22, sId:1, number:13
time:467.000000, sourceNodeId:7, sId:2, number:5
time:468.000000, sourceNodeId:22, sId:1, number:4
time:468.000000, sourceNodeId:7, sId:2, number:9
time:469.000000, sourceNodeId:22, sId:1, number:5
time:469.000000, sourceNodeId:7, sId:2, number:15
time:470.000000, sourceNodeId:22, sId:1, number:7
time:470.000000, sourceNodeId:7, sId:2, number:10
time:471.000000, sourceNodeId:22, sId:1, number:7
time:471.000000, sourceNodeId:7, sId:2, number:11
time:472.000000, sourceNodeId:22, sId:1, number:7
time:472.000000, sourceNodeId:7, sId:2, number:8
time:473.000000, sourceNodeId:22, sId:1, number:11
time:473.000000, sourceNodeId:7, sId:2, number:10
time:474.000000, sourceNodeId:22, sId:1, number:15
time:474.000000, sourceNodeId:7, sId:2, number:7
time:475.000000, sourceNodeId:22, sId:1, number:11
time:475.000000, sourceNodeId:7, sId:2, number:10
time:476.000000, sourceNodeId:22, sId:1, number:7
time:476.000000, sourceNodeId:7, sId:2, number:10
time:477.000000, sourceNodeId:22, sId:1, number:8
time:477.000000, sourceNodeId:7, sId:2, number:6
time:478.000000, sourceNodeId:22, sId:1, number:14
time:478.000000, sourceNodeId:7, sId:2, number:12
time:479.000000, sourceNodeId:22, sId:1, number:15
time:479.000000, sourceNodeId:7, sId:2, number:12
time:480.000000, sourceNodeId:22, sId:1, number:11
time:480.000000, sourceNodeId:7, sId:2, number:14
time:481.000000, sourceNodeId:22, sId:1, number:7
time:481.000000, sourceNodeId:7, sId:2, number:10
time:482.000000, sourceNodeId:22, sId:1, number:6
time:482.000000, sourceNodeId:7, sId:2, number:16
time:483.000000, sourceNodeId:22, sId:1, number:9
time:483.000000, sourceNodeId:7, sId:2, number:14
time:484.000000, sourceNodeId:22, sId:1, number:14
time:484.000000, sourceNodeId:7, sId:2, number:8
time:485.000000, sourceNodeId:22, sId:1, number:9
time:485.000000, sourceNodeId:7, sId:2, number:8
time:486.000000, sourceNodeId:22, sId:1, number:8
time:486.000000, sourceNodeId:7, sId:2, number:11
time:487.000000, sourceNodeId:22, sId:1, number:13
time:487.000000, sourceNodeId:7, sId:2, number:7
time:488.000000, sourceNodeId:22, sId:1, number:15
time:488.000000, sourceNodeId:7, sId:2, number:11
time:489.000000, sourceNodeId:22, sId:1, number:7
time:489.000000, sourceNodeId:7, sId:2, number:14
time:490.000000, sourceNodeId:22, sId:1, number:7
time:490.000000, sourceNodeId:7, sId:2, number:11
time:491.000000, sourceNodeId:22, sId:1, number:10
time:491.000000, sourceNodeId:7, sId:2, number:8
time:492.000000, sourceNodeId:22, sId:1, number:10
time:492.000000, sourceNodeId:7, sId:2, number:11
time:493.000000, sourceNodeId:22, sId:1, number:11
time:493.000000, sourceNodeId:7, sId:2, number:8
time:494.000000, sourceNodeId:22, sId:1, number:5
time:494.000000, sourceNodeId:7, sId:2, number:12
time:495.000000, sourceNodeId:22, sId:1, number:6
time:495.000000, sourceNodeId:7, sId:2, number:11
time:496.000000, sourceNodeId:22, sId:1, number:13
time:496.000000, sourceNodeId:7, sId:2, number:14
time:497.000000, sourceNodeId:22, sId:1, number:16
time:497.000000, sourceNodeId:7, sId:2, number:9
time:498.000000, sourceNodeId:22, sId:1, number:11
time:498.000000, sourceNodeId:7, sId:2, number:9
time:499.000000, sourceNodeId:22, sId:1, number:7
time:499.000000, sourceNodeId:7, sId:2, number:5
time:500.000000, sourceNodeId:22, sId:1, number:7
time:500.000000, sourceNodeId:7, sId:2, number:10
time:501.000000, sourceNodeId:22, sId:1, number:8
time:501.000000, sourceNodeId:7, sId:2, number:10
time:502.000000, sourceNodeId:22, sId:1, number:9
time:502.000000, sourceNodeId:7, sId:2, number:8
time:503.000000, sourceNodeId:22, sId:1, number:7
time:503.000000, sourceNodeId:7, sId:2, number:12
time:504.000000, sourceNodeId:22, sId:1, number:17
time:504.000000, sourceNodeId:7, sId:2, number:6
time:505.000000, sourceNodeId:22, sId:1, number:11
time:505.000000, sourceNodeId:7, sId:2, number:11
time:506.000000, sourceNodeId:22, sId:1, number:9
time:506.000000, sourceNodeId:7, sId:2, number:9
time:507.000000, sourceNodeId:22, sId:1, number:4
time:507.000000, sourceNodeId:7, sId:2, number:14
time:508.000000, sourceNodeId:22, sId:1, number:6
time:508.000000, sourceNodeId:7, sId:2, number:8
time:509.000000, sourceNodeId:22, sId:1, number:7
time:509.000000, sourceNodeId:7, sId:2, number:15
time:510.000000, sourceNodeId:22, sId:1, number:11
time:510.000000, sourceNodeId:7, sId:2, number:14
time:511.000000, sourceNodeId:22, sId:1, number:12
time:511.000000, sourceNodeId:7, sId:2, number:10
time:512.000000, sourceNodeId:22, sId:1, number:11
time:512.000000, sourceNodeId:7, sId:2, number:14
time:513.000000, sourceNodeId:22, sId:1, number:13
time:513.000000, sourceNodeId:7, sId:2, number:12
time:514.000000, sourceNodeId:22, sId:1, number:9
time:514.000000, sourceNodeId:7, sId:2, number:9
time:515.000000, sourceNodeId:22, sId:1, number:9
time:515.000000, sourceNodeId:7, sId:2, number:16
time:516.000000, sourceNodeId:22, sId:1, number:6
time:516.000000, sourceNodeId:7, sId:2, number:8
time:517.000000, sourceNodeId:22, sId:1, number:16
time:517.000000, sourceNodeId:7, sId:2, number:15
time:518.000000, sourceNodeId:22, sId:1, number:13
time:518.000000, sourceNodeId:7, sId:2, number:9
time:519.000000, sourceNodeId:22, sId:1, number:4
time:519.000000, sourceNodeId:7, sId:2, number:6
time:520.000000, sourceNodeId:22, sId:1, number:10
time:520.000000, sourceNodeId:7, sId:2, number:17
time:521.000000, sourceNodeId:22, sId:1, number:16
time:521.000000, sourceNodeId:7, sId:2, number:12
time:522.000000, sourceNodeId:22, sId:1, number:7
time:522.000000, sourceNodeId:7, sId:2, number:9
time:523.000000, sourceNodeId:22, sId:1, number:16
time:523.000000, sourceNodeId:7, sId:2, number:13
time:524.000000, sourceNodeId:22, sId:1, number:12
time:524.000000, sourceNodeId:7, sId:2, number:10
time:525.000000, sourceNodeId:22, sId:1, number:15
time:525.000000, sourceNodeId:7, sId:2, number:7
time:526.000000, sourceNodeId:22, sId:1, number:4
time:526.000000, sourceNodeId:7, sId:2, number:6
time:527.000000, sourceNodeId:22, sId:1, number:9
time:527.000000, sourceNodeId:7, sId:2, number:14
time:528.000000, sourceNodeId:22, sId:1, number:10
time:528.000000, sourceNodeId:7, sId:2, number:6
time:529.000000, sourceNodeId:22, sId:1, number:14
time:529.000000, sourceNodeId:7, sId:2, number:17
time:530.000000, sourceNodeId:22, sId:1, number:7
time:530.000000, sourceNodeId:7, sId:2, number:16
time:531.000000, sourceNodeId:22, sId:1, number:13
time:531.000000, sourceNodeId:7, sId:2, number:18
time:532.000000, sourceNodeId:22, sId:1, number:9
time:532.000000, sourceNodeId:7, sId:2, number:11
time:533.000000, sourceNodeId:22, sId:1, number:5
time:533.000000, sourceNodeId:7, sId:2, number:5
time:534.000000, sourceNodeId:22, sId:1, number:6
time:534.000000, sourceNodeId:7, sId:2, number:10
time:535.000000, sourceNodeId:22, sId:1, number:8
time:535.000000, sourceNodeId:7, sId:2, number:10
time:536.000000, sourceNodeId:22, sId:1, number:12
time:536.000000, sourceNodeId:7, sId:2, number:14
time:537.000000, sourceNodeId:22, sId:1, number:11
time:537.000000, sourceNodeId:7, sId:2, number:6
